codigo,nombre,nivel,padre,grupo,naturaleza,estado_financiero,epigrafe,tipo_analitico,bidireccional,is_contra,pymes,epigrafe_pymes,cashflow_bucket
197,Suscriptores de acciones consideradas como pasivos financieros,3,19,1,DEUDORA,BALANCE_PASIVO,C) Pasivo corriente / VII. Deuda con características especiales a corto plazo,,0,1,1,C) Pasivo corriente / VI. Deuda con características especiales a corto plazo,FINANCIACION
199,Acciones o participaciones emitidas consideradas como pasivos financieros pendientes de inscripción,3,19,1,ACREEDORA,BALANCE_PASIVO,C) Pasivo corriente / VII. Deuda con características especiales a corto plazo,,0,0,1,C) Pasivo corriente / VI. Deuda con características especiales a corto plazo,FINANCIACION
2,Activo no corriente,1,,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente,,0,0,1,A) Activo no corriente,INVERSION
20,Inmovilizaciones intangibles,2,2,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / I. Inmovilizado intangible,,0,0,1,A) Activo no corriente / I. Inmovilizado intangible,INVERSION
200,Investigación,3,20,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / I. Inmovilizado intangible / 6. Investigación,,0,0,1,A) Activo no corriente / I. Inmovilizado intangible / 6. Investigación,INVERSION
201,Desarrollo,3,20,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / I. Inmovilizado intangible / 1. Desarrollo,,0,0,1,A) Activo no corriente / I. Inmovilizado intangible / 1. Desarrollo,INVERSION
202,Concesiones administrativas,3,20,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / I. Inmovilizado intangible / 2. Concesiones,,0,0,1,A) Activo no corriente / I. Inmovilizado intangible / 2. Concesiones,INVERSION
203,Propiedad industrial,3,20,2,DEUDORA,BALANCE_ACTIVO,"A) Activo no corriente / I. Inmovilizado intangible / 3. Patentes, licencias, marcas y similares",,0,0,1,"A) Activo no corriente / I. Inmovilizado intangible / 3. Patentes, licencias, marcas y similares",INVERSION
204,Fondo de comercio,3,20,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / I. Inmovilizado intangible / 4. Fondo de comercio,,0,0,0,,INVERSION
205,Derechos de traspaso,3,20,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / I. Inmovilizado intangible / 7. Otro inmovilizado intangible,,0,0,1,A) Activo no corriente / I. Inmovilizado intangible / 7. Otro inmovilizado intangible,INVERSION
206,Aplicaciones informáticas,3,20,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / I. Inmovilizado intangible / 5. Aplicaciones informáticas,,0,0,1,A) Activo no corriente / I. Inmovilizado intangible / 5. Aplicaciones informáticas,INVERSION
209,Anticipos para inmovilizaciones intangibles,3,20,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / I. Inmovilizado intangible / 7. Otro inmovilizado intangible,,0,0,1,A) Activo no corriente / I. Inmovilizado intangible / 7. Otro inmovilizado intangible,INVERSION
21,Inmovilizaciones materiales,2,2,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / II. Inmovilizado material,,0,0,1,A) Activo no corriente / II. Inmovilizado material,INVERSION
210,Terrenos y bienes naturales,3,21,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / II. Inmovilizado material / 1. Terrenos y construcciones,,0,0,1,A) Activo no corriente / II. Inmovilizado material / 1. Terrenos y construcciones,INVERSION
211,Construcciones,3,21,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / II. Inmovilizado material / 1. Terrenos y construcciones,,0,0,1,A) Activo no corriente / II. Inmovilizado material / 1. Terrenos y construcciones,INVERSION
212,Instalaciones técnicas,3,21,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / II. Inmovilizado material / 2. Instalaciones técnicas y otro inmovilizado material,,0,0,1,A) Activo no corriente / II. Inmovilizado material / 2. Instalaciones técnicas y otro inmovilizado material,INVERSION
213,Maquinaria,3,21,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / II. Inmovilizado material / 2. Instalaciones técnicas y otro inmovilizado material,,0,0,1,A) Activo no corriente / II. Inmovilizado material / 2. Instalaciones técnicas y otro inmovilizado material,INVERSION
214,Utillaje,3,21,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / II. Inmovilizado material / 2. Instalaciones técnicas y otro inmovilizado material,,0,0,1,A) Activo no corriente / II. Inmovilizado material / 2. Instalaciones técnicas y otro inmovilizado material,INVERSION
215,Otras instalaciones,3,21,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / II. Inmovilizado material / 2. Instalaciones técnicas y otro inmovilizado material,,0,0,1,A) Activo no corriente / II. Inmovilizado material / 2. Instalaciones técnicas y otro inmovilizado material,INVERSION
216,Mobiliario,3,21,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / II. Inmovilizado material / 2. Instalaciones técnicas y otro inmovilizado material,,0,0,1,A) Activo no corriente / II. Inmovilizado material / 2. Instalaciones técnicas y otro inmovilizado material,INVERSION
217,Equipos para procesos de información,3,21,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / II. Inmovilizado material / 2. Instalaciones técnicas y otro inmovilizado material,,0,0,1,A) Activo no corriente / II. Inmovilizado material / 2. Instalaciones técnicas y otro inmovilizado material,INVERSION
218,Elementos de transporte,3,21,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / II. Inmovilizado material / 2. Instalaciones técnicas y otro inmovilizado material,,0,0,1,A) Activo no corriente / II. Inmovilizado material / 2. Instalaciones técnicas y otro inmovilizado material,INVERSION
219,Otro inmovilizado material,3,21,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / II. Inmovilizado material / 2. Instalaciones técnicas y otro inmovilizado material,,0,0,1,A) Activo no corriente / II. Inmovilizado material / 2. Instalaciones técnicas y otro inmovilizado material,INVERSION
22,Inversiones inmobiliarias,2,2,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / III. Inversiones inmobiliarias,,0,0,1,A) Activo no corriente / III. Inversiones inmobiliarias,INVERSION
220,Inversiones en terrenos y bienes naturales,3,22,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / III. Inversiones inmobiliarias / 1. Terrenos,,0,0,1,A) Activo no corriente / III. Inversiones inmobiliarias / 1. Terrenos,INVERSION
221,Inversiones en construcciones,3,22,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / III. Inversiones inmobiliarias / 2. Construcciones,,0,0,1,A) Activo no corriente / III. Inversiones inmobiliarias / 2. Construcciones,INVERSION
23,Inmovilizaciones materiales en curso,2,2,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / II. Inmovilizado material / 3. Inmovilizado en curso y anticipos,,0,0,1,A) Activo no corriente / II. Inmovilizado material / 3. Inmovilizado en curso y anticipos,INVERSION
230,Adaptación de terrenos y bienes naturales,3,23,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / II. Inmovilizado material / 3. Inmovilizado en curso y anticipos,,0,0,1,A) Activo no corriente / II. Inmovilizado material / 3. Inmovilizado en curso y anticipos,INVERSION
231,Construcciones en curso,3,23,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / II. Inmovilizado material / 3. Inmovilizado en curso y anticipos,,0,0,1,A) Activo no corriente / II. Inmovilizado material / 3. Inmovilizado en curso y anticipos,INVERSION
232,Instalaciones técnicas en montaje,3,23,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / II. Inmovilizado material / 3. Inmovilizado en curso y anticipos,,0,0,1,A) Activo no corriente / II. Inmovilizado material / 3. Inmovilizado en curso y anticipos,INVERSION
233,Maquinaria en montaje,3,23,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / II. Inmovilizado material / 3. Inmovilizado en curso y anticipos,,0,0,1,A) Activo no corriente / II. Inmovilizado material / 3. Inmovilizado en curso y anticipos,INVERSION
237,Equipos para procesos de información en montaje,3,23,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / II. Inmovilizado material / 3. Inmovilizado en curso y anticipos,,0,0,1,A) Activo no corriente / II. Inmovilizado material / 3. Inmovilizado en curso y anticipos,INVERSION
239,Anticipos para inmovilizaciones materiales,3,23,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / II. Inmovilizado material / 3. Inmovilizado en curso y anticipos,,0,0,1,A) Activo no corriente / II. Inmovilizado material / 3. Inmovilizado en curso y anticipos,INVERSION
24,Inversiones financieras a largo plazo en partes vinculadas,2,2,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo,,0,0,1,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo,INVERSION
240,Participaciones a largo plazo en partes vinculadas,3,24,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo / 1. Instrumentos de patrimonio,,0,0,1,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo / 1. Instrumentos de patrimonio,INVERSION
2403,Participaciones a largo plazo en empresas del grupo,4,240,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo / 1. Instrumentos de patrimonio,,0,0,1,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo / 1. Instrumentos de patrimonio,INVERSION
2404,Participaciones a largo plazo en empresas asociadas,4,240,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo / 1. Instrumentos de patrimonio,,0,0,1,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo / 1. Instrumentos de patrimonio,INVERSION
2405,Participaciones a largo plazo en otras partes vinculadas,4,240,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / V. Inversiones financieras a largo plazo / 1. Instrumentos de patrimonio,,0,0,1,A) Activo no corriente / V. Inversiones financieras a largo plazo / 1. Instrumentos de patrimonio,INVERSION
241,Valores representativos de deuda a largo plazo de partes vinculadas,3,24,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo / 3. Valores representativos de deuda,,0,0,1,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo / 3. Valores representativos de deuda,INVERSION
2413,Valores representativos de deuda a largo plazo de empresas del grupo,4,241,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo / 3. Valores representativos de deuda,,0,0,1,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo / 3. Valores representativos de deuda,INVERSION
2414,Valores representativos de deuda a largo plazo de empresas asociadas,4,241,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo / 3. Valores representativos de deuda,,0,0,1,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo / 3. Valores representativos de deuda,INVERSION
2415,Valores representativos de deuda a largo plazo de otras partes vinculadas,4,241,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / V. Inversiones financieras a largo plazo / 3. Valores representativos de deuda,,0,0,1,A) Activo no corriente / V. Inversiones financieras a largo plazo / 3. Valores representativos de deuda,INVERSION
242,Créditos a largo plazo a partes vinculadas,3,24,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo / 2. Créditos a empresas,,0,0,1,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo / 2. Créditos a empresas,INVERSION
2423,Créditos a largo plazo a empresas del grupo,4,242,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo / 2. Créditos a empresas,,0,0,1,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo / 2. Créditos a empresas,INVERSION
2424,Créditos a largo plazo a empresas asociadas,4,242,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo / 2. Créditos a empresas,,0,0,1,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo / 2. Créditos a empresas,INVERSION
2425,Créditos a largo plazo a otras partes vinculadas,4,242,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / V. Inversiones financieras a largo plazo / 2. Créditos a terceros,,0,0,1,A) Activo no corriente / V. Inversiones financieras a largo plazo / 2. Créditos a terceros,INVERSION
249,Desembolsos pendientes sobre participaciones a largo plazo en partes vinculadas,3,24,2,ACREEDORA,BALANCE_ACTIVO,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo / 1. Instrumentos de patrimonio,,0,1,1,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo / 1. Instrumentos de patrimonio,INVERSION
2493,Desembolsos pendientes sobre participaciones a largo plazo en empresas del grupo,4,249,2,ACREEDORA,BALANCE_ACTIVO,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo / 1. Instrumentos de patrimonio,,0,1,1,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo / 1. Instrumentos de patrimonio,INVERSION
2494,Desembolsos pendientes sobre participaciones a largo plazo en empresas asociadas,4,249,2,ACREEDORA,BALANCE_ACTIVO,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo / 1. Instrumentos de patrimonio,,0,1,1,A) Activo no corriente / IV. Inversiones en empresas del grupo y asociadas a largo plazo / 1. Instrumentos de patrimonio,INVERSION
2495,Desembolsos pendientes sobre participaciones a largo plazo en otras partes vinculadas,4,249,2,ACREEDORA,BALANCE_ACTIVO,A) Activo no corriente / V. Inversiones financieras a largo plazo / 1. Instrumentos de patrimonio,,0,1,1,A) Activo no corriente / V. Inversiones financieras a largo plazo / 1. Instrumentos de patrimonio,INVERSION
25,Otras inversiones financieras a largo plazo,2,2,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / V. Inversiones financieras a largo plazo,,0,0,1,A) Activo no corriente / V. Inversiones financieras a largo plazo,INVERSION
250,Inversiones financieras a largo plazo en instrumentos de patrimonio,3,25,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / V. Inversiones financieras a largo plazo / 1. Instrumentos de patrimonio,,0,0,1,A) Activo no corriente / V. Inversiones financieras a largo plazo / 1. Instrumentos de patrimonio,INVERSION
251,Valores representativos de deuda a largo plazo,3,25,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / V. Inversiones financieras a largo plazo / 3. Valores representativos de deuda,,0,0,1,A) Activo no corriente / V. Inversiones financieras a largo plazo / 3. Valores representativos de deuda,INVERSION
252,Créditos a largo plazo,3,25,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / V. Inversiones financieras a largo plazo / 2. Créditos a terceros,,0,0,1,A) Activo no corriente / V. Inversiones financieras a largo plazo / 2. Créditos a terceros,INVERSION
253,Créditos a largo plazo por enajenación de inmovilizado,3,25,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / V. Inversiones financieras a largo plazo / 2. Créditos a terceros,,0,0,1,A) Activo no corriente / V. Inversiones financieras a largo plazo / 2. Créditos a terceros,INVERSION
254,Créditos a largo plazo al personal,3,25,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / V. Inversiones financieras a largo plazo / 2. Créditos a terceros,,0,0,1,A) Activo no corriente / V. Inversiones financieras a largo plazo / 2. Créditos a terceros,INVERSION
255,Activos por derivados financieros a largo plazo,3,25,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / V. Inversiones financieras a largo plazo / 4. Derivados,,0,0,0,,INVERSION
2550,"Activos por derivados financieros a largo plazo, cartera de negociación",4,255,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / V. Inversiones financieras a largo plazo / 4. Derivados,,0,0,0,,INVERSION
2553,"Activos por derivados financieros a largo plazo, instrumentos de cobertura",4,255,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / V. Inversiones financieras a largo plazo / 4. Derivados,,0,0,0,,INVERSION
257,Derechos de reembolso derivados de contratos de seguro relativos a retribuciones a largo plazo al personal,3,25,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / V. Inversiones financieras a largo plazo / 5. Otros activos financieros,,0,0,1,A) Activo no corriente / V. Inversiones financieras a largo plazo / 5. Otros activos financieros,INVERSION
258,Imposiciones a largo plazo,3,25,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / V. Inversiones financieras a largo plazo / 5. Otros activos financieros,,0,0,1,A) Activo no corriente / V. Inversiones financieras a largo plazo / 5. Otros activos financieros,INVERSION
259,Desembolsos pendientes sobre participaciones en el patrimonio neto a largo plazo,3,25,2,ACREEDORA,BALANCE_ACTIVO,A) Activo no corriente / V. Inversiones financieras a largo plazo / 1. Instrumentos de patrimonio,,0,1,1,A) Activo no corriente / V. Inversiones financieras a largo plazo / 1. Instrumentos de patrimonio,INVERSION
26,Fianzas y depósitos constituidos a largo plazo,2,2,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / V. Inversiones financieras a largo plazo / 5. Otros activos financieros,,0,0,1,A) Activo no corriente / V. Inversiones financieras a largo plazo / 5. Otros activos financieros,INVERSION
260,Fianzas constituidas a largo plazo,3,26,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / V. Inversiones financieras a largo plazo / 5. Otros activos financieros,,0,0,1,A) Activo no corriente / V. Inversiones financieras a largo plazo / 5. Otros activos financieros,INVERSION
265,Depósitos constituidos a largo plazo,3,26,2,DEUDORA,BALANCE_ACTIVO,A) Activo no corriente / V. Inversiones financieras a largo plazo / 5. Otros activos financieros,,0,0,1,A) Activo no corriente / V. Inversiones financieras a largo plazo / 5. Otros activos financieros,INVERSION
